"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"793,000",
"",營利事業捐贈收入,"10,000",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"65,000",
"",匿名捐贈收入,"9,000",
"",其他收入,12,"超過三萬元之收入合計:176,000"
"",收入合計,"927,012","金錢收入總額:912,612非金錢收入總額:14,400"
"支出",人事費用支出,0,
"",宣傳支出,"766,431",
"",租用宣傳車輛支出,"4,020",
"",租用競選辦事處支出,0,
"",集會支出,"308,837",
"",交通旅運支出,"61,434",
"",雜支支出,"138,414",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"16,490",
"",支出合計,"1,295,626","超過三萬元之支出合計:711,780"
"餘絀",收支結存金額,"-368,614",
"金錢以外之賸餘財產",0,,
