"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,868,200",
"",營利事業捐贈收入,"892,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"22,000",
"",其他收入,76,超過三萬元之收入合計:2851000.00
"",收入合計,"3,782,276","金錢收入總額:3652276.00 非金錢收入總額:130000.00"
"支出",人事費用支出,"410,000",
"",宣傳支出,"2,828,330",
"",租用宣傳車輛支出,"210,260",
"",租用競選辦事處支出,"127,851",
"",集會支出,0,
"",交通旅運支出,"71,299",
"",雜支支出,"171,552",
"",返還捐贈支出,"32,000",
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,0,
"",支出合計,"3,851,292",超過三萬元之支出合計:2922193.00
"餘絀",收支結存金額,"-69,016",
"金錢以外之賸餘財產",0,,
