"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"3,860,400",
"",營利事業捐贈收入,"3,836,000",
"",政黨捐贈收入,"18,000,000",
"",人民團體捐贈收入,"320,000",
"",匿名捐贈收入,0,
"",其他收入,"5,036","超過三萬元之收入合計:25,117,000"
"",收入合計,"26,021,436","金錢收入總額:25,912,436非金錢收入總額:109,000"
"支出",人事費用支出,"1,567,040",
"",宣傳支出,"13,884,503",
"",租用宣傳車輛支出,"1,175,845",
"",租用競選辦事處支出,"929,928",
"",集會支出,"4,862,730",
"",交通旅運支出,"374,913",
"",雜支支出,"2,693,255",
"",返還捐贈支出,"833,800",
"",繳庫支出,0,"專戶存款結存金額:5,063,882"
"",公共關係費用支出,"105,200",
"",支出合計,"26,427,214","超過三萬元之支出合計:18,380,764"
"餘絀",收支結存金額,"-405,778",
"金錢以外之賸餘財產","186,499",,
