"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"7,172,100",
"",營利事業捐贈收入,"4,373,000",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"10,000",
"",其他收入,612,"超過三萬元之收入合計:9,576,500"
"",收入合計,"11,655,712","金錢收入總額:10,585,212非金錢收入總額:1,070,500"
"支出",人事費用支出,"3,331,620",
"",宣傳支出,"4,246,947",
"",租用宣傳車輛支出,"353,129",
"",租用競選辦事處支出,"190,896",
"",集會支出,"1,237,153",
"",交通旅運支出,"157,378",
"",雜支支出,"1,046,895",
"",返還捐贈支出,"730,000",
"",繳庫支出,0,"專戶存款結存金額:10,152"
"",公共關係費用支出,"838,382",
"",支出合計,"12,132,400","超過三萬元之支出合計:5,441,097"
"餘絀",收支結存金額,"-476,688",
"金錢以外之賸餘財產",0,,
