"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,125,888",
"",營利事業捐贈收入,"1,030,000",
"",政黨捐贈收入,"200,000",
"",人民團體捐贈收入,"10,000",
"",匿名捐贈收入,"15,300",
"",其他收入,473,"超過三萬元之收入合計:5,049,000"
"",收入合計,"5,381,661","金錢收入總額:5,321,661非金錢收入總額:60,000"
"支出",人事費用支出,"980,220",
"",宣傳支出,"3,491,148",
"",租用宣傳車輛支出,"160,544",
"",租用競選辦事處支出,"21,000",
"",集會支出,"162,500",
"",交通旅運支出,"83,686",
"",雜支支出,"477,263",
"",返還捐贈支出,"50,000",
"",繳庫支出,"50,000","專戶存款結存金額:1,631"
"",公共關係費用支出,"37,398",
"",支出合計,"5,513,759","超過三萬元之支出合計:4,129,749"
"餘絀",收支結存金額,"-132,098",
"金錢以外之賸餘財產",0,,
