"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,090,000",
"",營利事業捐贈收入,"1,280,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"90,000",
"",匿名捐贈收入,"43,000",
"",其他收入,0,"超過三萬元之收入合計:1,960,000"
"",收入合計,"2,503,000","金錢收入總額:2,503,000非金錢收入總額:0"
"支出",人事費用支出,0,
"",宣傳支出,"3,253,590",
"",租用宣傳車輛支出,"40,600",
"",租用競選辦事處支出,0,
"",集會支出,"128,070",
"",交通旅運支出,"68,030",
"",雜支支出,"56,970",
"",返還捐贈支出,"30,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"3,577,260","超過三萬元之支出合計:3,377,910"
"餘絀",收支結存金額,"-1,074,260",
"金錢以外之賸餘財產",0,,
