"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,323,000",
"",營利事業捐贈收入,"2,198,600",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,144,"超過三萬元之收入合計:3,629,600"
"",收入合計,"4,521,744","金錢收入總額:4,482,144非金錢收入總額:39,600"
"支出",人事費用支出,"958,500",
"",宣傳支出,"1,770,547",
"",租用宣傳車輛支出,"352,000",
"",租用競選辦事處支出,"308,850",
"",集會支出,"1,089,204",
"",交通旅運支出,"25,267",
"",雜支支出,"333,701",
"",返還捐贈支出,"60,000",
"",繳庫支出,0,專戶存款結存金額:144
"",公共關係費用支出,0,
"",支出合計,"4,898,069","超過三萬元之支出合計:1,818,886"
"餘絀",收支結存金額,"-376,325",
"金錢以外之賸餘財產",0,,
