"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"720,560",
"",營利事業捐贈收入,"21,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"3,400",
"",匿名捐贈收入,"10,000",
"",其他收入,0,"超過三萬元之收入合計:100,000"
"",收入合計,"754,960","金錢收入總額:612,500非金錢收入總額:142,460"
"支出",人事費用支出,"256,550",
"",宣傳支出,"490,477",
"",租用宣傳車輛支出,"27,500",
"",租用競選辦事處支出,"45,800",
"",集會支出,"347,987",
"",交通旅運支出,"64,986",
"",雜支支出,"342,575",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"1,575,875","超過三萬元之支出合計:722,520"
"餘絀",收支結存金額,"-820,915",
"金錢以外之賸餘財產",0,,
