"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,586,600",
"",營利事業捐贈收入,"3,940,000",
"",政黨捐贈收入,"500,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,474,超過三萬元之收入合計:5901000.00
"",收入合計,"6,027,074","金錢收入總額:5976074.00 非金錢收入總額:51000.00"
"支出",人事費用支出,0,
"",宣傳支出,"8,327,687",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"51,000",
"",集會支出,"786,965",
"",交通旅運支出,"11,072",
"",雜支支出,"261,833",
"",返還捐贈支出,"20,000",
"",繳庫支出,"50,000",專戶存款結存金額:474.00
"",公共關係費用支出,0,
"",支出合計,"9,508,557",超過三萬元之支出合計:9021208.00
"餘絀",收支結存金額,"-3,481,483",
"金錢以外之賸餘財產",0,,
