"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"11,397,851",
"",營利事業捐贈收入,"8,246,250",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"390,000",
"",匿名捐贈收入,"1,310,731",
"",其他收入,"2,698","超過二萬元之收入合計:17,220,501"
"",收入合計,"21,347,530","金錢收入總額:19,342,779非金錢收入總額:2,004,751"
"支出",宣傳支出,"15,188,978",
"",租用宣傳車輛支出,"482,000",
"",租用競選辦事處支出,"663,141",
"",集會支出,"3,502,329",
"",交通旅運支出,"503,117",
"",雜支支出,"1,904,820",
"",繳庫支出,"18,000",專戶存款結存金額:0
"",支出合計,"22,262,385","超過二萬元之支出合計:20,463,313"
"餘絀",收支結存金額,"-914,855",
"金錢以外之賸餘財產",0,,
