"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,285,000",
"",營利事業捐贈收入,"11,466,000",
"",政黨捐贈收入,"6,000,000",
"",人民團體捐贈收入,"125,000",
"",匿名捐贈收入,"65,423",
"",其他收入,"2,229","超過三萬元之收入合計:22,621,000"
"",收入合計,"23,943,652","金錢收入總額:23,888,652  非金錢收入總額:55,000"
"支出",人事費用支出,"3,910,720",
"",宣傳支出,"9,845,035",
"",租用宣傳車輛支出,"1,436,130",
"",租用競選辦事處支出,"3,106,351",
"",集會支出,"1,094,673",
"",交通旅運支出,"142,797",
"",雜支支出,"2,134,925",
"",返還捐贈支出,"2,210,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"365,756",
"",支出合計,"24,246,387","超過三萬元之支出合計:16,485,250"
"餘絀",收支結存金額,"-302,735",
"金錢以外之賸餘財產",0,,
