"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,457,100",
"",營利事業捐贈收入,"76,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,115,"超過三萬元之收入合計:2,031,000"
"",收入合計,"2,533,215","金錢收入總額:2,533,215  非金錢收入總額:"
"支出",人事費用支出,"1,665,580",
"",宣傳支出,"2,369,914",
"",租用宣傳車輛支出,"237,000",
"",租用競選辦事處支出,"631,650",
"",集會支出,"311,980",
"",交通旅運支出,"37,700",
"",雜支支出,"65,848",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:99,980"
"",公共關係費用支出,0,
"",支出合計,"5,319,672","超過三萬元之支出合計:3,803,655"
"餘絀",收支結存金額,"-2,786,457",
"金錢以外之賸餘財產",0,,
