"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,314,800",
"",營利事業捐贈收入,"4,370,000",
"",政黨捐贈收入,"10,000,000",
"",人民團體捐贈收入,"206,000",
"",匿名捐贈收入,"24,000",
"",其他收入,955,"超過三萬元之收入合計:17,660,000"
"",收入合計,"18,915,755","金錢收入總額:18,915,755非金錢收入總額:0"
"支出",人事費用支出,"2,268,555",
"",宣傳支出,"14,298,637",
"",租用宣傳車輛支出,"2,037,036",
"",租用競選辦事處支出,"861,880",
"",集會支出,"410,324",
"",交通旅運支出,0,
"",雜支支出,"1,471,675",
"",返還捐贈支出,"100,000",
"",繳庫支出,0,專戶存款結存金額:10
"",公共關係費用支出,0,
"",支出合計,"21,448,107","超過三萬元之支出合計:18,090,566"
"餘絀",收支結存金額,"-2,532,352",
"金錢以外之賸餘財產","100,000",,
