"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,183,400",
"",營利事業捐贈收入,"1,680,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"20,000",
"",其他收入,0,超過三萬元之收入合計:4662000.00
"",收入合計,"5,883,400","金錢收入總額:5883400.00 非金錢收入總額:"
"支出",人事費用支出,"1,645,749",
"",宣傳支出,"2,806,758",
"",租用宣傳車輛支出,"223,100",
"",租用競選辦事處支出,"887,332",
"",集會支出,"462,625",
"",交通旅運支出,"75,771",
"",雜支支出,"175,129",
"",返還捐贈支出,"120,000",
"",繳庫支出,0,專戶存款結存金額:88870.00
"",公共關係費用支出,0,
"",支出合計,"6,396,464",超過三萬元之支出合計:4605894.00
"餘絀",收支結存金額,"-513,064",
"金錢以外之賸餘財產",0,,
