"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,394,000",
"",營利事業捐贈收入,"1,148,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"5,000",
"",其他收入,170,"超過三萬元之收入合計:2,089,000"
"",收入合計,"2,547,170","金錢收入總額:2,547,170非金錢收入總額:0"
"支出",人事費用支出,0,
"",宣傳支出,"1,838,629",
"",租用宣傳車輛支出,"46,280",
"",租用競選辦事處支出,0,
"",集會支出,"140,500",
"",交通旅運支出,"14,327",
"",雜支支出,"245,246",
"",返還捐贈支出,"200,000",
"",繳庫支出,0,"專戶存款結存金額:187,770"
"",公共關係費用支出,"64,000",
"",支出合計,"2,548,982","超過三萬元之支出合計:2,167,100"
"餘絀",收支結存金額,"-1,812",
"金錢以外之賸餘財產",0,,
