"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,128,130",
"",營利事業捐贈收入,"560,300",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,11,"超過三萬元之收入合計:952,500"
"",收入合計,"1,738,441","金錢收入總額:1,331,211非金錢收入總額:407,230"
"支出",人事費用支出,"282,932",
"",宣傳支出,"1,264,620",
"",租用宣傳車輛支出,"51,750",
"",租用競選辦事處支出,"25,000",
"",集會支出,"58,800",
"",交通旅運支出,"38,372",
"",雜支支出,"617,882",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"2,339,356","超過三萬元之支出合計:1,256,910"
"餘絀",收支結存金額,"-600,915",
"金錢以外之賸餘財產",0,,
