"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,208,400",
"",營利事業捐贈收入,"469,600",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,"10,000",
"",匿名捐贈收入,"16,200",
"",其他收入,102,"超過三萬元之收入合計:800,000"
"",收入合計,"1,804,302","金錢收入總額:1,738,902非金錢收入總額:65,400"
"支出",人事費用支出,"421,100",
"",宣傳支出,"1,337,107",
"",租用宣傳車輛支出,"11,200",
"",租用競選辦事處支出,"144,843",
"",集會支出,"103,000",
"",交通旅運支出,"33,158",
"",雜支支出,"364,498",
"",返還捐贈支出,"10,000",
"",繳庫支出,0,"專戶存款結存金額:1,027"
"",公共關係費用支出,0,
"",支出合計,"2,424,906","超過三萬元之支出合計:1,620,020"
"餘絀",收支結存金額,"-620,604",
"金錢以外之賸餘財產",0,,
