"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,101,500",
"",營利事業捐贈收入,"1,491,000",
"",政黨捐贈收入,"20,000",
"",人民團體捐贈收入,"68,800",
"",匿名捐贈收入,200,
"",其他收入,"1,046","超過三萬元之收入合計:6,648,500"
"",收入合計,"7,682,546","金錢收入總額:7,575,046非金錢收入總額:107,500"
"支出",人事費用支出,"800,980",
"",宣傳支出,"4,420,707",
"",租用宣傳車輛支出,"619,818",
"",租用競選辦事處支出,"18,525",
"",集會支出,"159,216",
"",交通旅運支出,"82,626",
"",雜支支出,"1,022,309",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:154,582"
"",公共關係費用支出,"373,820",
"",支出合計,"7,498,001","超過三萬元之支出合計:5,015,949"
"餘絀",收支結存金額,"184,545",
"金錢以外之賸餘財產",0,,
