"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"767,530",
"",營利事業捐贈收入,"390,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"72,000",
"",匿名捐贈收入,0,
"",其他收入,3,超過三萬元之收入合計:865200.00
"",收入合計,"1,229,533","金錢收入總額:996233.00 非金錢收入總額:233300.00"
"支出",人事費用支出,"1,002,570",
"",宣傳支出,"1,552,988",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"108,909",
"",集會支出,"178,552",
"",交通旅運支出,"152,381",
"",雜支支出,"596,499",
"",返還捐贈支出,"150,000",
"",繳庫支出,0,專戶存款結存金額:3.00
"",公共關係費用支出,"206,720",
"",支出合計,"3,948,619",超過三萬元之支出合計:739821.00
"餘絀",收支結存金額,"-2,719,086",
"金錢以外之賸餘財產",0,,
