"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"612,200",
"",營利事業捐贈收入,"42,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,25,"超過三萬元之收入合計:171,600"
"",收入合計,"654,225","金錢收入總額:654,225非金錢收入總額:0"
"支出",人事費用支出,"521,425",
"",宣傳支出,"1,681,223",
"",租用宣傳車輛支出,"130,989",
"",租用競選辦事處支出,"127,718",
"",集會支出,"176,800",
"",交通旅運支出,"10,290",
"",雜支支出,"371,232",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"78,220",
"",支出合計,"3,097,897","超過三萬元之支出合計:1,687,480"
"餘絀",收支結存金額,"-2,443,672",
"金錢以外之賸餘財產",0,,
