"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,276,400",
"",營利事業捐贈收入,"814,777",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"27,600",
"",其他收入,117,"超過三萬元之收入合計:1,469,777"
"",收入合計,"2,218,894","金錢收入總額:1,519,117非金錢收入總額:699,777"
"支出",人事費用支出,"508,000",
"",宣傳支出,"1,971,480",
"",租用宣傳車輛支出,"192,825",
"",租用競選辦事處支出,0,
"",集會支出,"187,070",
"",交通旅運支出,"112,234",
"",雜支支出,"241,951",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:117
"",公共關係費用支出,0,
"",支出合計,"3,213,560","超過三萬元之支出合計:1,800,541"
"餘絀",收支結存金額,"-994,666",
"金錢以外之賸餘財產",0,,
