"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"602,590",
"",營利事業捐贈收入,"497,500",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"124,000",
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:596,000"
"",收入合計,"1,224,090","金錢收入總額:1,221,400非金錢收入總額:2,690"
"支出",人事費用支出,"160,750",
"",宣傳支出,"1,412,793",
"",租用宣傳車輛支出,"89,530",
"",租用競選辦事處支出,"71,960",
"",集會支出,"99,340",
"",交通旅運支出,"12,593",
"",雜支支出,"243,886",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"2,090,852","超過三萬元之支出合計:779,455"
"餘絀",收支結存金額,"-866,762",
"金錢以外之賸餘財產",0,,
