"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"954,000",
"",營利事業捐贈收入,"424,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"5,000",
"",其他收入,0,超過三萬元之收入合計:728000.00
"",收入合計,"1,383,000","金錢收入總額:1382200.00 非金錢收入總額:800.00"
"支出",人事費用支出,"779,237",
"",宣傳支出,"355,004",
"",租用宣傳車輛支出,"131,180",
"",租用競選辦事處支出,"133,037",
"",集會支出,"70,600",
"",交通旅運支出,"64,085",
"",雜支支出,"209,608",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"61,400",
"",支出合計,"1,804,151",超過三萬元之支出合計:538250.00
"餘絀",收支結存金額,"-421,151",
"金錢以外之賸餘財產",0,,
