"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,765,530",
"",營利事業捐贈收入,"702,400",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"3,600",
"",其他收入,0,"超過三萬元之收入合計:1,470,000"
"",收入合計,"2,471,530","金錢收入總額:2,379,080非金錢收入總額:92,450"
"支出",人事費用支出,"414,850",
"",宣傳支出,"2,682,817",
"",租用宣傳車輛支出,900,
"",租用競選辦事處支出,"4,500",
"",集會支出,"288,169",
"",交通旅運支出,"18,211",
"",雜支支出,"309,071",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"78,874",
"",支出合計,"3,797,392","超過三萬元之支出合計:2,132,487"
"餘絀",收支結存金額,"-1,325,862",
"金錢以外之賸餘財產","92,450",,
