"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,322,488",
"",營利事業捐贈收入,"250,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"94,000",
"",匿名捐贈收入,"16,000",
"",其他收入,0,"超過三萬元之收入合計:750,000"
"",收入合計,"1,682,488","金錢收入總額:1,455,388非金錢收入總額:227,100"
"支出",人事費用支出,"503,900",
"",宣傳支出,"807,109",
"",租用宣傳車輛支出,"50,397",
"",租用競選辦事處支出,0,
"",集會支出,"167,040",
"",交通旅運支出,500,
"",雜支支出,"436,138",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"1,965,084","超過三萬元之支出合計:949,950"
"餘絀",收支結存金額,"-282,596",
"金錢以外之賸餘財產",0,,
