"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"844,000",
"",營利事業捐贈收入,"1,482,000",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:2,360,000"
"",收入合計,"2,426,000","金錢收入總額:2,426,000非金錢收入總額:0"
"支出",人事費用支出,0,
"",宣傳支出,"1,050,955",
"",租用宣傳車輛支出,"111,000",
"",租用競選辦事處支出,"100,900",
"",集會支出,"882,945",
"",交通旅運支出,"89,301",
"",雜支支出,"216,031",
"",返還捐贈支出,"200,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"2,651,132","超過三萬元之支出合計:1,562,270"
"餘絀",收支結存金額,"-225,132",
"金錢以外之賸餘財產",0,,
