"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,303,880",
"",營利事業捐贈收入,"1,947,000",
"",政黨捐贈收入,"30,000",
"",人民團體捐贈收入,"20,000",
"",匿名捐贈收入,"4,000",
"",其他收入,0,超過三萬元之收入合計:2832000.00
"",收入合計,"3,304,880","金錢收入總額:3304880.00 非金錢收入總額:"
"支出",人事費用支出,"977,720",
"",宣傳支出,"1,935,509",
"",租用宣傳車輛支出,"81,500",
"",租用競選辦事處支出,"66,338",
"",集會支出,"35,500",
"",交通旅運支出,"9,000",
"",雜支支出,"139,641",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"59,910",
"",支出合計,"3,305,118",超過三萬元之支出合計:1844885.00
"餘絀",收支結存金額,-238,
"金錢以外之賸餘財產",0,,
