"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"689,000",
"",營利事業捐贈收入,"380,000",
"",政黨捐贈收入,"200,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,86,"超過三萬元之收入合計:1,180,000"
"",收入合計,"1,269,086","金錢收入總額:1,107,086非金錢收入總額:162,000"
"支出",人事費用支出,0,
"",宣傳支出,"1,195,660",
"",租用宣傳車輛支出,"16,349",
"",租用競選辦事處支出,0,
"",集會支出,"167,287",
"",交通旅運支出,"92,019",
"",雜支支出,"367,728",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:86
"",公共關係費用支出,"313,926",
"",支出合計,"2,152,969","超過三萬元之支出合計:1,414,705"
"餘絀",收支結存金額,"-883,883",
"金錢以外之賸餘財產",0,,
