"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,226,480",
"",營利事業捐贈收入,"1,377,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"22,560",
"",其他收入,47,超過三萬元之收入合計:2226000.00
"",收入合計,"2,626,087","金錢收入總額:2506447.00 非金錢收入總額:119640.00"
"支出",人事費用支出,"1,000",
"",宣傳支出,"2,573,334",
"",租用宣傳車輛支出,"311,700",
"",租用競選辦事處支出,0,
"",集會支出,"119,640",
"",交通旅運支出,"16,395",
"",雜支支出,"181,936",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"288,700",
"",支出合計,"3,492,705",超過三萬元之支出合計:2768773.00
"餘絀",收支結存金額,"-866,618",
"金錢以外之賸餘財產",0,,
